date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-02-19,-4,-8.74,-9.9,-15.8,,-21,70,64.5,63,56,-11.2,-14.4,-15.4,-19.6,24,12.33,14,4,33,25,103.88,103.67,103.66,103.44,101.65,101.44,101.43,101.21,24100,23700,21700,19300,5.8,4,4.3,2.9,27.9,0,0,0,0,0,0,0,9,7:11:00,17:52:00,10.68,7.18,17.87,3,3,-4,-4,-13,-11,,,,,,7,4.9,4,1,,,,
2019-02-18,-5.7,-8.95,-10.05,-14.4,,-21,78,66.8,65,52,-11.5,-14.2,-15.2,-18.8,27,21,19.5,12,39,33,103.36,102.2,102.33,101.3,101.13,100.01,100.13,99.13,24100,16066.7,13250,2400,2.9,2.6,2.6,2.4,28.1,0,0,0,0,2.4,0,4.5,8,7:12:00,17:50:00,10.63,7.2,17.83,2,2,-5,-5,-15,-14,,,,,,8,3.6,4,0,,,,
2019-02-17,-6,-8,-8.5,-11,,-18,72,67,64,56,-10.8,-13.1,-13.1,-15.3,24,17.04,17,10,35,10,102.26,101.89,101.78,101.3,100.06,99.71,99.59,99.13,24100,21833.3,16900,9700,2.9,2.7,2.7,2.5,26.5,0,0,0,0,0.2,0,0.2,5,7:14:00,17:49:00,10.58,7.23,17.82,1,2,-4,-4,-8,-8,,,,,,8,6.2,4.5,1,,,,
2019-02-16,-2.7,-5.2,-5.25,-7.8,,-14,76,66.2,67.5,59,-6.8,-10.6,-9.5,-12.2,32,17.46,20.5,9,41,32,102.17,101.73,101.58,101,99.99,99.57,99.42,98.86,24100,23700,21700,19300,2.7,2.5,2.5,2.3,23.2,0,0,0,0,0.2,0,0.2,5,7:15:00,17:48:00,10.55,7.25,17.8,2,2,-1,-1,-13,-8,,,,,,8,4,4.5,1,,,,
2019-02-15,3.7,-0.45,-0.44,-4.6,,-13,88,74.5,75.5,63,1.7,-4.5,-4.2,-10.1,45,28.46,25,5,74,25,100.94,100.19,100.26,99.57,98.8,98.08,98.14,97.47,24100,22300,20100,16100,3.3,2.8,2.8,2.4,18.4,0,0,0,0,1.4,1.4,0,6,7:17:00,17:46:00,10.48,7.28,17.77,2,2,1,2,-8,-8,,,,,,8,6.9,4.5,1,,,,
2019-02-14,1.7,-1.75,-2,-5.7,,-12,82,75,75,68,-1.2,-5.6,-4.8,-8.4,34,17.08,21,8,52,27,101.56,101.07,100.87,100.18,99.4,98.92,98.73,98.06,24100,22100,18500,12900,3.3,3.1,3,2.6,20,0,0,0,0,0.2,0.2,0,12,7:18:00,17:45:00,10.45,7.3,17.75,1,2,1,1,4,4,,,,,,8,7.4,7,6,,,,
2019-02-13,0.8,-3.15,-2.2,-5.2,,-14,92,79,81,70,-0.3,-6.3,-4.8,-9.2,48,32,32.5,17,71,27,101.02,100.2,100.35,99.68,98.87,98.08,98.22,97.57,24100,15645.8,13050,2000,2.8,2.6,2.5,2.1,20.2,0,0,0,0,5,0,6,8,7:20:00,17:44:00,10.4,7.33,17.73,1,1,-3,-2,-7,-3,,,,,,8,7.1,5.5,3,,,,
2019-02-12,0.8,-3.59,-3.55,-7.9,,-15,93,78.7,75,57,-0.6,-6.9,-7.2,-13.9,39,25.83,26,13,63,9,102.83,101.14,101.24,99.64,100.64,98.99,99.08,97.52,80500,12345.8,40650,800,2.6,2.4,2.5,2.3,21.6,0,0,0,0,18.2,8,7.4,2,7:21:00,17:42:00,10.35,7.35,17.7,1,1,0,0,-3,-3,,,,,,8,5.7,5,2,,,,
2019-02-11,-3.7,-4.98,-5.2,-6.7,,-13,83,71.2,67.5,52,-7.8,-9.6,-11,-14.2,28,18.12,20,12,39,10,102.99,102.83,102.83,102.66,100.8,100.64,100.64,100.47,24100,19025,15250,6400,3.2,2.8,2.9,2.6,23.2,0,0,0,0,0.8,0,0.8,2,7:22:00,17:41:00,10.32,7.37,17.68,2,3,-2,-2,-9,-9,,,,,,8,5.9,4.5,1,,,,
2019-02-10,-3.5,-6.18,-6.5,-9.5,,-16,79,64.6,64.5,50,-8.3,-11.9,-11.3,-14.3,17,10.42,10.5,4,,,104.06,103.48,103.41,102.76,101.83,101.27,101.2,100.57,24100,21429.2,15250,6400,3.4,3,3,2.6,24.5,0,0,0,0,0.4,0,0.8,1,7:24:00,17:40:00,10.27,7.4,17.67,2,2,-4,-4,-7,-6,,,,,,8,7.4,7,6,,,,
2019-02-09,-3.9,-7.17,-6.95,-10,,-20,67,62,60.5,54,-11.4,-13.3,-13.9,-16.4,42,24.08,26.5,11,52,25,104.24,104,103.78,103.32,102.01,101.77,101.56,101.11,24100,22366.7,18500,12900,2.5,2.4,2.4,2.3,24.9,0,0,0,0,0,0,0,1,7:25:00,17:38:00,10.22,7.42,17.63,2,2,-3,-3,-10,-10,,,,,,8,5.4,4.5,1,,,,
2019-02-08,5.3,-4.05,-2.15,-9.6,,-21,95,69.4,76.5,58,2.9,-9,-6.7,-16.3,58,44.58,36,14,89,26,103.18,101.73,101.56,99.95,100.97,99.57,99.4,97.84,24100,18062.5,12650,1200,2.7,2.2,2.2,1.7,20.1,0,0,0,0,0.4,0,0.4,1,7:26:00,17:37:00,10.18,7.43,17.62,2,2,-5,-2,-10,-2,,,,,,8,6.2,4.5,1,,,,
2019-02-07,3.6,-1.45,0.15,-3.3,,-8,95,91.3,91,87,0.7,-2.7,-2.2,-5,32,11.96,18,4,58,12,101.92,101.29,100.95,99.98,99.76,99.15,98.82,97.87,24100,6525,12150,200,2.6,2.3,2.4,2.2,17.9,0,0,0,0,0.6,0.6,0,2,7:28:00,17:35:00,10.12,7.47,17.58,1,1,0,0,-2,-2,,,,,,8,7.2,5,2,,,,
2019-02-06,-1.1,-3.18,-3.9,-6.7,,-11,91,84.8,81.5,72,-2.8,-5.4,-6.8,-10.7,29,14.38,18,7,46,9,102.41,101.8,101.89,101.36,100.23,99.63,99.72,99.21,24100,12570.8,12850,1600,2.9,2.3,2.5,2,21.9,0,0,0,0,16.8,14.8,2,0,7:29:00,17:34:00,10.08,7.48,17.57,1,1,-3,-3,-3,-3,,,,,,8,7.9,7,6,,,,
2019-02-05,9.6,-0.05,1.25,-7.1,,-14,91,77.1,79.5,68,7.9,-3.6,-1.6,-11.1,31,21.42,22,13,48,28,102.48,101.81,101.54,100.6,100.3,99.67,99.41,98.51,24100,23700,21700,19300,2.7,2.1,2.2,1.8,16.8,0,0,0,0,0,0,0,0,7:30:00,17:33:00,10.05,7.5,17.55,2,3,1,4,-8,-7,,,,,,8,6.9,4.5,1,,,,
2019-02-04,12.7,8.78,9.14,5.6,,,90,79,76.5,63,7.9,5.2,6,4.1,28,11.88,16,4,46,21,101.35,101,100.93,100.51,99.24,98.9,98.83,98.42,24100,19033.3,16900,9700,4.2,3.7,3.5,2.9,8.9,0,4.1,2.1,0,2.2,2.2,0,4,7:31:00,17:31:00,10,7.52,17.52,2,3,8,10,0,0,,,,,,8,7.7,7.5,7,,,,
2019-02-03,7.7,4.33,3.85,0,,,94,86.6,86,78,4.6,2.2,1.7,-1.2,29,11.42,15,1,46,23,101.71,101.32,101.38,101.05,99.56,99.19,99.24,98.93,24100,12954.2,12150,200,4.9,3.8,4.1,3.3,14.2,0,0,0,0,0.2,0.2,0,19,7:33:00,17:30:00,9.95,7.55,17.5,1,2,4,7,4,4,,,,,,8,7,6,4,,,,
2019-02-02,1.1,-5.44,-6.85,-14.8,,-22,90,73.6,74.5,59,-1.4,-9.5,-11.2,-20.9,26,13.38,15,4,33,28,102.7,101.94,102.1,101.5,100.47,99.75,99.89,99.32,24100,16533.3,12650,1200,5,4.2,4.2,3.5,24.9,0,0,0,0,0.4,0.4,0,22,7:34:00,17:29:00,9.92,7.57,17.48,1,1,-2,-2,-4,-3,,,,,,8,7.1,5,2,,,,
2019-02-01,-10.1,-14.93,-14.6,-19.1,,-30,66,57.8,55,44,-18.9,-21.7,-21.6,-24.2,27,14.42,16,5,37,27,102.99,102.87,102.87,102.75,100.73,100.62,100.62,100.52,24100,24100,24100,24100,4.6,3.9,3.9,3.2,32.6,0,0,0,0,0,0,0,28,7:35:00,17:27:00,9.87,7.58,17.45,2,2,-11,-11,-16,-16,,,,,,7,2.6,3.5,0,,,,
2019-01-31,-14.4,-18.63,-18.6,-22.8,,-38,64,60.8,60.5,57,-21,-24.5,-24.7,-28.4,44,34.46,34.5,25,58,25,102.78,102.44,102.37,101.96,100.52,100.18,100.11,99.7,24100,21033.3,18500,12900,3.3,2.8,2.8,2.4,36.6,0,0,0,0,0,0,0,30,7:36:00,17:26:00,9.83,7.6,17.43,2,2,-15,-15,-24,-22,,,,,,4,1.1,2,0,,,,
2019-01-30,-15.4,-18.64,-19,-22.6,,-37,62,58.8,58.5,55,-22.2,-24.9,-25.2,-28.3,48,31.67,32,16,67,25,101.96,101.4,101.45,100.95,99.7,99.17,99.22,98.75,24100,15850,13250,2400,3.3,2.8,2.8,2.4,37,0,0,0,0,0.2,0,0.2,30,7:37:00,17:25:00,9.8,7.62,17.42,2,2,-14,-14,-21,-21,,,,,,8,3.2,4,0,,,,
2019-01-29,-2.1,-7.86,-8.8,-15.5,,-26,89,70.4,72.5,56,-4.3,-12.4,-13.1,-21.9,42,26.17,22.5,3,58,22,101.17,100.7,100.65,100.13,98.98,98.54,98.49,97.99,24100,17100,12450,800,3,2.8,2.8,2.6,26.8,0,0,0,0,4.8,0,7,38,7:38:00,17:23:00,9.75,7.63,17.38,1,2,-7,-6,-19,-19,,,,,,8,5.3,4.5,1,,,,
2019-01-28,-5.7,-13.21,-12.7,-19.7,,-30,84,71,70.5,57,-8.1,-17.5,-16.5,-24.9,36,18.96,22.5,9,71,11,102.3,101.58,101.37,100.44,100.05,99.37,99.16,98.27,24100,11850,12250,400,3.3,2.8,2.8,2.3,30.7,0,0,0,0,19.6,0,26.4,5,7:39:00,17:22:00,9.72,7.65,17.37,1,1,-5,-5,-6,-6,,,,,,8,2.4,4,0,,,,
2019-01-27,-6,-10.11,-11.05,-16.1,,-24,86,70.4,70.5,55,-8.4,-14.6,-14.3,-20.2,44,24.29,24,4,63,26,102,101.35,101.26,100.52,99.79,99.17,99.08,98.36,24100,15991.7,12650,1200,3.1,2.7,2.8,2.4,29.1,0,0,0,0,9.6,0,10,8,7:40:00,17:21:00,9.68,7.67,17.35,1,1,-9,-5,-17,-17,,,,,,8,3.2,4.5,1,,,,
2019-01-26,-6.6,-10.74,-10.45,-14.3,,-22,74,62,62,50,-11,-16.8,-14.9,-18.8,24,15,14.5,5,37,25,102.27,102.01,101.86,101.44,100.06,99.81,99.66,99.26,24100,21966.7,16900,9700,3.2,2.8,2.9,2.6,28.4,0,0,0,0,0.4,0,0.4,2,7:41:00,17:19:00,9.63,7.68,17.32,1,2,-8,-8,-12,-12,,,,,,8,3.2,4,0,,,,
2019-01-25,-3.2,-7.35,-7.6,-12,,-21,77,66.9,68.5,60,-6.7,-12.5,-12.2,-17.7,49,32.38,34,19,72,26,101.94,101.37,101.32,100.69,99.75,99.2,99.15,98.55,24100,19025,12850,1600,2.8,2.4,2.4,2,25.6,0,0,0,0,0.8,0,1.2,0,7:42:00,17:18:00,9.6,7.7,17.3,1,1,-6,-5,-15,-15,,,,,,8,6.1,4.5,1,,,,
2019-01-24,2.8,-0.89,-0.35,-3.5,,-10,92,76.8,79,66,1.5,-4.5,-3.2,-7.8,32,22.75,21,10,46,29,100.73,100.38,100.43,100.13,98.59,98.26,98.31,98.03,24100,21500,16900,9700,2.6,2.4,2.4,2.2,18.4,0,0,0,0,0.6,0.4,0.2,0,7:43:00,17:17:00,9.57,7.72,17.28,1,2,-1,0,-9,-9,,,,,,8,7.6,7.5,7,,,,
2019-01-23,6.1,2.35,2.44,-1.2,,-6,95,90.3,80.5,66,5.1,0.9,-0.5,-6.1,21,12.38,14,7,37,27,101.87,100.86,101.02,100.16,99.7,98.73,98.88,98.06,24100,9562.5,12850,1600,2.9,2.8,2.8,2.7,15.6,0,0,0,0,10.8,7.2,3,5,7:43:00,17:15:00,9.53,7.72,17.25,,,6,6,0,0,,,,,,8,7.6,6,4,,,,
2019-01-22,-0.6,-9.71,-9.85,-19.1,,-24,76,67,67,58,-8.1,-14.8,-15.3,-22.5,19,9.71,10,1,35,15,103.83,103.15,102.89,101.96,101.56,100.91,100.67,99.79,24100,23433.3,20100,16100,5.9,3.9,4.3,2.8,27.9,0,0,0,0,0.2,0,0.2,7,7:44:00,17:14:00,9.5,7.73,17.23,1,1,-4,-4,-8,-8,,,,,,8,6.4,4.5,1,,,,
2019-01-21,-11.7,-16.7,-16.7,-21.7,,-35,64,58.2,56.5,49,-20,-23.2,-23.8,-27.6,36,24.38,20.5,5,54,33,103.64,103.1,102.99,102.33,101.37,100.83,100.72,100.07,24100,24100,24100,24100,3.3,2.4,2.7,2.1,34.7,0,0,0,0,0,0,0,7,7:45:00,17:13:00,9.47,7.75,17.22,2,2,-13,-12,-20,-18,,,,,,2,0.8,1,0,,,,
2019-01-20,-14.2,-17.27,-18,-21.8,,-34,75,66.3,66,57,-20.1,-22.2,-24,-27.9,50,34.58,38.5,27,67,32,102.3,101.57,101.68,101.06,100.04,99.35,99.44,98.85,24100,18508.3,12850,1600,2.5,2.3,2.3,2.1,36,0,0,0,0,1.6,0,2,8,7:46:00,17:11:00,9.42,7.77,17.18,1,2,-16,-15,-24,-23,,,,,,8,3.1,4,0,,,,
2019-01-19,-10.3,-13.71,-13.55,-16.8,,-27,76,68.4,65,54,-16,-18.4,-17.9,-19.8,30,21.38,23,16,42,1,102.77,102.29,102.09,101.41,100.57,100.08,99.88,99.2,24100,9404.2,12650,1200,2.4,2.3,2.3,2.2,31.6,0,0,0,0,5.4,0,6.4,0,7:46:00,17:10:00,9.4,7.77,17.17,,,-12,-12,-18,-18,,,,,,8,5.6,5,2,,,,
2019-01-18,-0.4,-3.18,-5.4,-10.4,,-18,88,73.3,72.5,57,-4.2,-7.5,-9,-13.8,33,17.08,18,3,46,30,102.54,101.88,101.99,101.45,100.36,99.71,99.83,99.29,24100,17762.5,14450,4800,4.2,3.1,3.2,2.3,23.4,0,0,0,0,1.6,0,1.6,2,7:47:00,17:09:00,9.37,7.78,17.15,2,2,2,2,-14,-14,,,,,,8,7,5.5,3,,,,
2019-01-17,-3.5,-7.81,-8.35,-13.2,,-17,77,64.2,68.5,60,-7.5,-13.5,-12.8,-18.1,19,7.96,10,1,,,102.92,102.45,102.29,101.67,100.7,100.25,100.1,99.5,24100,21795.8,14050,4000,3.5,2.9,3,2.4,26.4,0,0,0,0,0.6,0,0.6,0,7:47:00,17:08:00,9.35,7.78,17.13,1,2,-3,-3,-4,-3,,,,,,8,5.8,4.5,1,,,,
2019-01-16,-0.3,-4.97,-6.25,-12.2,,-17,84,65.7,65.5,47,-2.8,-10.7,-10.4,-18.1,46,26.5,27,8,63,30,102.88,101.98,102.06,101.24,100.68,99.82,99.88,99.09,24100,20358.3,14050,4000,2.9,2.3,2.5,2.1,24.2,0,0,0,0,0.4,0,0.4,0,7:48:00,17:06:00,9.3,7.8,17.1,1,1,-2,-1,-14,-14,,,,,,8,5,4,0,,,,
2019-01-15,0.1,-2.02,-1.99,-4.1,,-9,83,77.2,78,73,-3.3,-5.5,-5.8,-8.2,30,19.46,19.5,9,54,24,102.21,101.88,101.77,101.34,100.04,99.71,99.62,99.19,24100,19300,18500,12900,3.5,3.2,3,2.4,20,0,0,0,0,0,0,0,,7:49:00,17:05:00,9.27,7.82,17.08,1,1,1,1,-2,-2,,,,,,8,8,7.5,7,,,,
2019-01-14,-0.8,-4.92,-4.3,-7.8,,-13,73,67.5,62.5,52,-8.2,-10.1,-10.7,-13.2,18,9.17,10,2,,,102.89,102.58,102.58,102.28,100.69,100.39,100.4,100.11,24100,24100,24100,24100,3.7,3.2,3.2,2.7,22.3,0,0,0,0,0,0,0,,7:49:00,17:04:00,9.25,7.82,17.07,1,1,-4,-2,-9,-7,,,,,,8,6.8,5.5,3,,,,
2019-01-13,-5.4,-8.45,-8.65,-11.9,,-19,67,56.2,57,47,-13.3,-15.8,-16,-18.7,17,12.5,12.5,8,,,103.4,103.23,103.18,102.96,101.19,101.01,100.98,100.76,24100,24100,24100,24100,2.9,2.5,2.5,2.2,26.6,0,0,0,0,0,0,0,,7:49:00,17:03:00,9.23,7.82,17.05,1,2,-4,-4,-14,-11,,,,,,8,3.8,4.5,1,,,,
2019-01-12,-4.3,-6.81,-6.65,-9,,-16,63,56.5,55.5,48,-12.2,-14.1,-14.9,-17.6,19,11.12,11.5,4,,,103.63,103.44,103.43,103.23,101.41,101.23,101.21,101.01,24100,24100,24100,24100,3.4,2.7,2.9,2.4,24.6,0,0,0,0,0,0,0,,7:50:00,17:02:00,9.2,7.83,17.03,2,2,-4,-4,-15,-15,,,,,,8,7.8,7,6,,,,
2019-01-11,-7.5,-10.67,-10.65,-13.8,,-24,69,58.4,56.5,44,-14.8,-17.5,-16.9,-18.9,31,16.67,18,5,41,35,103.29,103.05,102.94,102.58,101.06,100.83,100.72,100.38,24100,24100,24100,24100,3.2,2.6,2.7,2.2,28.6,0,0,0,0,0,0,0,0,7:50:00,17:01:00,9.18,7.83,17.02,1,1,-6,-6,-10,-9,,,,,,8,6.1,5,2,,,,
2019-01-10,-4.6,-6.93,-8,-11.4,,-19,72,63.6,63,54,-9.4,-12.8,-12.7,-15.9,44,31.88,30,16,61,28,102.53,101.94,101.89,101.25,100.33,99.76,99.72,99.1,32200,23770.8,22550,12900,2.6,2.2,2.2,1.9,26,0,0,0,0,0,0,0,0,7:51:00,16:59:00,9.13,7.85,16.98,1,2,-6,-6,-15,-15,,,,,,7,5,4.5,2,,,,
2019-01-09,2.3,-1.02,-1.3,-4.9,,-13,88,68.5,71.5,55,0.6,-6.2,-4.8,-10.3,49,32.54,33.5,18,71,31,101.19,100.83,100.78,100.36,99.04,98.71,98.65,98.26,24100,22500,16900,9700,2.2,1.8,1.8,1.5,19.3,0,0,0,0,0,0,0,0,7:51:00,16:58:00,9.12,7.85,16.97,,,-1,1,-8,-8,,,,,,8,6.8,6.5,5,,,,
2019-01-08,8.2,4.97,5.3,2.4,,,92,86,84.5,77,6.2,2.8,3.8,1.3,33,13.96,17,1,50,25,100.89,100.45,100.49,100.1,98.77,98.35,98.38,98,24100,17491.7,15250,6400,3.4,2.7,2.8,2.1,12.7,0,0.3,0,0,3.8,3.8,0,,7:51:00,16:57:00,9.1,7.85,16.95,1,1,8,8,-2,1,,,,,,8,7.3,6,4,,,,
2019-01-07,5.7,-3.4,-1.35,-8.4,,-15,88,68,73,58,1.1,-8.5,-7,-15,37,21.46,22,7,63,11,103.32,102.21,101.88,100.45,101.12,100.03,99.73,98.33,24100,22100,18500,12900,2.3,2.1,2,1.8,19.4,0,0,0,0,2.8,2.8,0,0,7:51:00,16:56:00,9.08,7.85,16.93,1,1,0,0,0,0,,,,,,8,8,8,8,,,,
2019-01-06,4,-0.89,-1.65,-7.3,,-13,84,65.8,68.5,53,1.5,-6.6,-6.3,-14.1,35,23.62,24,13,52,34,103.26,102.24,102.03,100.8,101.07,100.09,99.88,98.69,24100,23233.3,20100,16100,3.4,2.1,2.6,1.8,19.6,0,0,0,0,0,0,0,,7:51:00,16:55:00,9.07,7.85,16.92,1,1,-1,-1,-11,-11,,,,,,8,6.7,4,0,,,,
2019-01-05,4,1.27,1.14,-1.7,,-5,87,82.5,80.5,74,0.8,-1.4,-1.4,-3.6,20,13.33,13,6,33,30,100.79,100.62,100.61,100.42,98.67,98.5,98.49,98.31,24100,17500,16900,9700,3.7,2.7,3,2.3,16.9,0,0,0,0,0,0,0,0,7:51:00,16:54:00,9.05,7.85,16.9,1,1,6,6,-1,-1,,,,,,8,5.9,4,0,,,,
2019-01-04,8,2.65,3.6,-0.8,,-3,83,73.3,69.5,56,-0.2,-1.8,-1.9,-3.5,36,22.29,22,8,54,24,101.06,100.74,100.76,100.47,98.93,98.62,98.64,98.36,24100,23633.3,20900,17700,3.9,2.7,3,2.2,14.4,0,0,0,0,0,0,0,3,7:52:00,16:53:00,9.02,7.87,16.88,2,2,5,5,-3,-3,,,,,,6,1.2,3,0,,,,
2019-01-03,0.8,-0.4,-0.99,-2.8,,-7,91,75.7,79.5,68,-1.9,-4.2,-3.9,-5.8,32,21.29,20,8,46,27,101.59,101.34,101.33,101.07,99.44,99.19,99.18,98.92,24100,23433.3,16100,8100,3,2.5,2.6,2.3,19,0,0,0,0,0.2,0,0.2,3,7:52:00,16:52:00,9,7.87,16.87,1,1,1,1,-2,-1,,,,,,8,7.7,6.5,5,,,,
2019-01-02,-0.5,-5.34,-4.9,-9.3,,-15,91,78.4,80.5,70,-1.9,-8.5,-7.1,-12.3,18,9.54,11,4,,,102.85,102.24,101.95,101.05,100.64,100.05,99.77,98.9,24100,18454.2,13650,3200,2.7,2.4,2.4,2,22.9,0,0,0,0,3.6,0,3.6,0,7:52:00,16:52:00,9,7.87,16.87,3,3,-3,-3,-3,-3,,,,,,8,7,6,4,,,,
2019-01-01,5.2,-1.85,-1.4,-8,,-14,94,77.3,80,66,3.6,-5.3,-4.2,-12.1,36,24.54,21.5,7,58,33,102.63,101.68,101.01,99.4,100.45,99.53,98.88,97.32,24100,22700,16900,9700,2.2,1.6,1.6,1.1,19.4,0,0,0,0,0.6,0.6,0,,7:51:00,16:51:00,9,7.85,16.85,1,1,-2,-2,-12,-11,,,,,,8,5.8,4,0,,,,
2018-12-31,5,1.45,1.25,-2.5,,-5,94,82.7,79.5,65,3.7,-1.2,-1.1,-5.9,21,11,11.5,2,42,11,102.19,101.33,100.78,99.37,100.03,99.19,98.66,97.29,24100,17354.2,14450,4800,3.4,2.5,2.4,1.4,16.8,0,0,0,0,13.6,13.6,0,0,7:51:00,16:50:00,8.98,7.85,16.83,1,1,4,5,-1,1,,,,,,8,7.2,4.5,1,,,,
2018-12-30,0.7,-2.21,-2.95,-6.6,,-9,88,77.6,78,68,-2.8,-5.7,-6.4,-10,24,10.79,12.5,1,33,25,102.26,102.03,102.03,101.81,100.08,99.86,99.87,99.65,24100,19358.3,12850,1600,2.8,2.4,2.5,2.1,20.9,0,0,0,0,1.2,0,1.6,2,7:51:00,16:49:00,8.97,7.85,16.82,1,1,1,1,-9,-4,,,,,,8,6.9,5,2,,,,
2018-12-29,2.7,-2.93,-2.15,-7,,-13,80,68.8,68,56,-1,-7.9,-6.2,-11.4,34,18.92,19.5,5,48,26,102.61,102.11,101.86,101.11,100.43,99.96,99.72,99,24100,24033.3,23300,22500,2.3,1.8,1.8,1.2,20.1,0,0,0,0,0,0,0,0,7:51:00,16:48:00,8.95,7.85,16.8,1,1,-3,-2,-9,-9,,,,,,8,6.2,4.5,1,,,,
2018-12-28,12.4,8.05,7.55,2.7,,,95,88.3,84.5,74,10.8,6.2,5.1,-0.6,30,16.38,18.5,7,58,27,101.32,100.75,100.89,100.46,99.19,98.65,98.78,98.37,24100,17670.8,13850,3600,2.4,2.2,2,1.6,10.4,0,2.5,0.6,0,1.8,1.8,0,,7:51:00,16:47:00,8.93,7.85,16.78,1,2,10,13,-3,-3,,,,,,8,7.2,4.5,1,,,,
2018-12-27,2.8,-2.23,-2.3,-7.4,,-12,87,75.1,74,61,0.8,-6.1,-6,-12.7,30,17.67,18.5,7,46,11,103.7,102.88,102.52,101.34,101.5,100.7,100.36,99.21,24100,23166.7,18500,12900,2.2,2,2,1.8,20.3,0,0,0,0,5.4,5.4,0,,7:51:00,16:47:00,8.93,7.85,16.78,1,1,2,2,2,3,,,,,,8,5.8,4,0,,,,
2018-12-26,2.2,-0.91,-1.9,-6,,-11,77,72.2,69.5,62,-2.6,-5.3,-6.5,-10.4,27,16.21,18,9,39,35,103.55,103.14,103.19,102.84,101.36,100.96,101.01,100.67,24100,23700,21700,19300,2.5,2.2,2.1,1.8,19.9,0,0,0,0,0,0,0,,7:50:00,16:46:00,8.93,7.83,16.77,1,1,3,3,-8,-8,,,,,,8,7,4,0,,,,
2018-12-25,0.3,-1.27,-1.45,-3.2,,-8,82,75,72.5,63,-3.5,-5.2,-5.5,-7.5,14,8.29,8,2,,,102.85,102.69,102.61,102.36,100.67,100.52,100.43,100.2,24100,22700,16900,9700,2.3,2,2,1.8,19.4,0,0,0,0,0,0,0,0,7:50:00,16:45:00,8.92,7.83,16.75,1,1,1,1,-5,-4,,,,,,8,7.8,7,6,,,,
2018-12-24,2,0.13,-1.25,-4.5,,-7,91,79.5,79,67,-1.2,-3.1,-4.2,-7.1,34,18.38,19.5,5,48,28,102.34,101.82,101.96,101.58,100.18,99.67,99.81,99.44,24100,19833.3,16100,8100,2.7,2.1,2.1,1.5,19.2,0,0,0,0,0,0,0,0,7:49:00,16:45:00,8.93,7.82,16.75,1,1,2,2,-6,-6,,,,,,8,7.1,6,4,,,,
2018-12-23,0.7,-0.46,-0.55,-1.8,,-6,92,74.6,78,64,-0.9,-4.5,-4.2,-7.5,14,8.62,7.5,1,,,102.01,101.81,101.82,101.63,99.85,99.66,99.67,99.48,24100,17787.5,13650,3200,2.4,2.1,2.1,1.9,18.6,0,0,0,0,0.2,0,0.2,0,7:49:00,16:44:00,8.92,7.82,16.73,1,1,1,1,-3,-3,,,,,,8,8,7.5,7,,,,
2018-12-22,-0.2,-1.47,-1.2,-2.2,,-10,76,69.9,70.5,65,-4.7,-6.3,-6.2,-7.7,45,29.25,30.5,16,61,32,101.88,100.86,100.73,99.59,99.72,98.73,98.61,97.49,24100,24100,24100,24100,2,1.7,1.8,1.5,19.2,0,0,0,0,0,0,0,,7:49:00,16:44:00,8.92,7.82,16.73,1,1,1,1,-5,-5,,,,,,8,8,8,8,,,,
2018-12-21,5.2,2.82,2.1,-1,,-9,93,86.8,85,77,3.6,0.8,-0.4,-4.3,51,26.17,31,11,68,33,99.93,99.26,99.48,99.03,97.83,97.18,97.39,96.95,24100,16745.8,14450,4800,2.8,1.9,2.1,1.4,15.9,0,0,0,0,9.6,9.6,0,,7:48:00,16:43:00,8.92,7.8,16.72,1,1,5,5,-1,-1,,,,,,8,7.8,7.5,7,,,,
2018-12-20,5.3,2.94,2.5,-0.3,,,89,78,76.5,64,1.4,-0.6,-0.9,-3.2,20,8.25,12.5,5,,,101.4,101.03,100.78,100.15,99.27,98.91,98.66,98.05,24100,21766.7,16100,8100,3.5,3.1,3.1,2.8,15.5,0,0,0,0,6.4,6.4,0,,7:48:00,16:43:00,8.92,7.8,16.72,1,1,6,6,2,4,,,,,,8,7,4.5,1,,,,
